sound, sound, 0.0018165815211030323
sound, quality, 0.0016472167428684163
sound, excellent, 0.0013190053339347336
sound, ear, 0.0012814544178070986
sound, stereo, 0.0012717579404996026
sound, earbuds, 0.0012636558732304025
sound, good, 0.0012308007343084717
sound, headphone, 0.0011748776437867762
sound, great, 0.0011606493927824172
sound, amaze, 0.0011460193305767973



battery, battery, 0.0019279685089467907
battery, life, 0.0018442653392639378
battery, die, 0.001634644527181099
battery, hour, 0.0015036061264343233
battery, long, 0.0014833973189987972
battery, recharge, 0.0013783813875887503
battery, charge, 0.0013726987075160556
battery, backlight, 0.001345543229112778
battery, drain, 0.0013295853397676319
battery, internal, 0.0012674242118070969



screen, screen, 0.002010776100923446
screen, brighter, 0.0015828662839408876
screen, bright, 0.001582705240064602
screen, color, 0.0014609943840483922
screen, crisp, 0.0013716225712690961
screen, scratch, 0.0012371296325798839
screen, clear, 0.0012248622369121249
screen, protector, 0.001166811676944792
screen, brightness, 0.0011620341304081272
screen, easily, 0.0011373428250530439



headphones, headphone, 0.002402949677895763
headphones, ear, 0.0018507093857212274
headphones, headphones, 0.0016895145478725761
headphones, pair, 0.0015992480666738968
headphones, earbuds, 0.001427327994678269
headphones, comfortable, 0.0013843473648733145
headphones, overthehead, 0.0012838738788113436
headphones, fall, 0.00123911221821501
headphones, earbud, 0.0012227234186374329
headphones, accomdate, 0.0011962512208409358



software, software, 0.002457561297513766
software, hardware, 0.0015345285298180493
software, iTunes, 0.0014389284700423118
software, instal, 0.00137686131463306
software, firmware, 0.0013074953821815187
software, update, 0.0013018995595923902
software, itunes, 0.0012389786058989057
software, USBconnected, 0.0011731612626579258
software, chord, 0.0011228996042904691
software, CDROM, 0.0011228996042904691



size, size, 0.0022721532740413854
size, weight, 0.0015828957422663894
size, perfect, 0.0013859593359448258
size, width, 0.001383914103427674
size, small, 0.0013614565556757925
size, kbs, 0.0012010358137218126
size, run, 0.0011193524699431474
size, accomdate, 0.0011190667417960017
size, pocket, 0.0011153000592374798
size, compact, 0.0011041351609223278



price, price, 0.0022523356773283486
price, low, 0.0016825269853909513
price, video, 0.001319761237953477
price, For, 0.001319457129231918
price, twice, 0.001314984517016062
price, reasonable, 0.0012435162361338517
price, cheap, 0.0012306166843960237
price, GB, 0.001145779770387141
price, cost, 0.0011226679767166303
price, GBs, 0.0011157554340913843



storage, storage, 0.0025306267129950096
storage, capacity, 0.001450919232483886
storage, space, 0.0013274678206828862
storage, heavy, 0.0010487639311903163
storage, photo, 0.0010052588919224775
storage, bulky, 0.0009922879888550815
storage, amount, 0.0009473625126913374
storage, Palms, 0.0009407640686620753
storage, unfamiliar, 0.0009407640686620753
storage, gigas, 0.0009407640686620753



button, button, 0.0018346832867498814
button, press, 0.0011126938806470766
button, lock, 0.0010517077760980149
button, delete, 0.001039674634872501
button, wrighting, 0.0010161351107174689
button, glimpse, 0.0010161351107174689
button, could, 0.0010161351107174689
button, nt, 0.0009116982522138125
button, shift, 0.0009116982522138125
button, IPOD, 0.0008998715597658025



